dataset,classifier,fold,metric,value,fit_time,predict_time
iris,GaussianNB,3,log_loss,0.0032378089515059977,0.018953400000100373,0.008094900000287453
iris,GaussianNB,3,brier_score,0.00010033505926314403,0.018953400000100373,0.008094900000287453
iris,GaussianNB,3,ece,0.003212390724865233,0.018953400000100373,0.008094900000287453
iris,GaussianNB,3,balanced_accuracy,1.0,0.018953400000100373,0.008094900000287453
iris,GaussianNB,3,geometric_mean,1.0,0.018953400000100373,0.008094900000287453
iris,GaussianNB,3,mcc,1.0,0.018953400000100373,0.008094900000287453
iris,GaussianNB,3,weighted_f1,1.0,0.018953400000100373,0.008094900000287453
iris,GaussianNB,3,selected_lambda,,0.018953400000100373,0.008094900000287453
iris,GaussianNB,3,nb_knn_agreement_rate,,0.018953400000100373,0.008094900000287453
iris,GaussianNB,3,predict_time_per_sample_ms,0.5396600000191635,0.018953400000100373,0.008094900000287453
iris,GaussianNB,4,accuracy,0.9333333333333333,0.030122499999833963,0.0009627999997974257
iris,GaussianNB,4,macro_f1,0.9326599326599326,0.030122499999833963,0.0009627999997974257
iris,GaussianNB,4,auc_roc,1.0,0.030122499999833963,0.0009627999997974257
iris,GaussianNB,4,log_loss,0.2978020336078648,0.030122499999833963,0.0009627999997974257
iris,GaussianNB,4,brier_score,0.13101802615364475,0.030122499999833963,0.0009627999997974257
iris,GaussianNB,4,ece,0.07098230523032596,0.030122499999833963,0.0009627999997974257
iris,GaussianNB,4,balanced_accuracy,0.9333333333333332,0.030122499999833963,0.0009627999997974257
iris,GaussianNB,4,geometric_mean,0.9477034963501433,0.030122499999833963,0.0009627999997974257
iris,GaussianNB,4,mcc,0.9060606745389328,0.030122499999833963,0.0009627999997974257
iris,GaussianNB,4,weighted_f1,0.9326599326599326,0.030122499999833963,0.0009627999997974257
iris,GaussianNB,4,selected_lambda,,0.030122499999833963,0.0009627999997974257
iris,GaussianNB,4,nb_knn_agreement_rate,,0.030122499999833963,0.0009627999997974257
iris,GaussianNB,4,predict_time_per_sample_ms,0.06418666665316171,0.030122499999833963,0.0009627999997974257
iris,GaussianNB,5,accuracy,0.8666666666666667,0.021302299999661045,0.00418630000012854
iris,GaussianNB,5,macro_f1,0.8666666666666667,0.021302299999661045,0.00418630000012854
iris,GaussianNB,5,auc_roc,0.9733333333333333,0.021302299999661045,0.00418630000012854
iris,GaussianNB,5,log_loss,0.2910483367277597,0.021302299999661045,0.00418630000012854
iris,GaussianNB,5,brier_score,0.20494457175686387,0.021302299999661045,0.00418630000012854
iris,GaussianNB,5,ece,0.1419175673568325,0.021302299999661045,0.00418630000012854
iris,GaussianNB,5,balanced_accuracy,0.8666666666666667,0.021302299999661045,0.00418630000012854
iris,GaussianNB,5,geometric_mean,0.8990187582825714,0.021302299999661045,0.00418630000012854
iris,GaussianNB,5,mcc,0.8,0.021302299999661045,0.00418630000012854
iris,GaussianNB,5,weighted_f1,0.8666666666666667,0.021302299999661045,0.00418630000012854
iris,GaussianNB,5,selected_lambda,,0.021302299999661045,0.00418630000012854
iris,GaussianNB,5,nb_knn_agreement_rate,,0.021302299999661045,0.00418630000012854
iris,GaussianNB,5,predict_time_per_sample_ms,0.279086666675236,0.021302299999661045,0.00418630000012854
